1574823018.1170542,[[0.04610138]]
1574823018.52992,[[0.8110557]]
1574823019.4696143,[[0.04239225]]
1574823021.4759617,[[0.04110369]]
1574823023.4753108,[[0.7308762]]
1574823025.6775932,[[0.7110677]]
1574823027.6309574,[[0.5501801]]
1574823029.6702936,[[0.78738886]]
1574823031.6766405,[[0.21792758]]
1574823033.6699915,[[0.9019991]]
1574823035.789302,[[0.9313316]]
1574823037.827638,[[0.8731058]]
1574823039.824988,[[0.94795144]]
1574823041.8193388,[[0.15064867]]
1574823043.8686714,[[0.848718]]
1574823045.9699876,[[0.77091986]]
1574823047.9713361,[[0.9268499]]
1574823049.9836814,[[0.34570885]]
1574823052.0260162,[[0.09007924]]
1574823054.0683515,[[0.08186405]]
1574823056.2216506,[[0.13988042]]
1574823058.1210322,[[0.0103699]]
1574823060.1713648,[[0.09527406]]
1574823062.1787117,[[0.80090076]]
1574823064.2190473,[[0.02878571]]
1574823066.3203633,[[0.033163]]
1574823068.3197124,[[0.7055195]]
1574823070.3740437,[[0.04045273]]
1574823072.330407,[[0.34971523]]
1574823074.3747416,[[0.07303506]]
1574823076.46906,[[0.5266413]]
1574823078.4704082,[[0.8942558]]
1574823080.52274,[[0.783893]]
1574823082.5250885,[[0.7667504]]
1574823084.522438,[[0.8933983]]
1574823086.6207552,[[0.9189665]]
1574823088.6740868,[[0.8891303]]
1574823090.6754353,[[0.6652216]]
1574823092.7217693,[[0.47710615]]
1574823094.7721019,[[0.7896364]]
1574823096.8274329,[[0.8418327]]
1574823098.8677685,[[0.6388568]]
1574823100.8651185,[[0.27737063]]
1574823102.9224489,[[0.02278031]]
1574823104.8708146,[[0.02347401]]
1574823106.9751296,[[0.8413429]]
1574823109.0164652,[[0.892828]]
1574823111.12078,[[0.4679872]]
1574823113.0181625,[[0.6379439]]
1574823115.0714943,[[0.30252162]]
1574823117.1748097,[[0.08410569]]
1574823119.1771574,[[0.07482599]]
1574823121.2174938,[[0.74256957]]
1574823123.2668262,[[0.72659296]]
1574823125.2691746,[[0.8740203]]
1574823127.4244728,[[0.8013456]]
1574823129.380836,[[0.89001495]]
1574823131.3731873,[[0.8735345]]
1574823133.3645396,[[0.20090632]]
1574823135.4178708,[[0.1570998]]
1574823137.57117,[[0.83986074]]
1574823139.521535,[[0.39938504]]
1574823141.62685,[[0.2949434]]
1574823143.566219,[[0.5710456]]
1574823145.6675346,[[0.27279392]]
1574823147.6698828,[[0.6438658]]
1574823149.7721984,[[0.12206981]]
1574823151.7225635,[[0.45871493]]
1574823153.776895,[[0.21588781]]
1574823155.7192628,[[0.8700567]]
1574823157.9225454,[[0.877184]]
1574823159.870911,[[0.83811766]]
1574823161.8732598,[[0.88007903]]
1574823163.9205933,[[0.8763342]]
1574823166.0139117,[[0.74749064]]
1574823168.0222578,[[0.7116601]]
1574823171.0222814,[[0.5890787]]
1574823173.1215987,[[0.41865557]]
1574823175.1249459,[[0.14883222]]
1574823177.2212634,[[0.7752611]]
1574823179.2226121,[[0.89553195]]
1574823181.2259598,[[0.94125926]]
