1574979739.5097978,[[0.0647158]]
1574979739.612268,[[0.08113883]]
1574979741.5876274,[[0.03165448]]
1574979743.5040123,[[0.05992116]]
1574979745.515863,[[0.2034142]]
1574979747.998065,[[0.04390666]]
1574979749.9149468,[[0.10705058]]
1574979751.8338273,[[0.03784918]]
1574979754.38901,[[0.02131454]]
1574979756.3368814,[[0.10421488]]
1574979758.17379,[[0.09396739]]
1574979760.771954,[[0.07821052]]
1574979762.6988323,[[0.05359297]]
1574979764.6162179,[[0.22575325]]
1574979767.1908865,[[0.2525152]]
1574979769.1727474,[[0.43988788]]
1574979770.969669,[[0.32950312]]
1574979773.635812,[[0.15323433]]
1574979775.5806842,[[0.13054426]]
1574979777.445087,[[0.0433598]]
1574979780.015758,[[0.16965318]]
1574979781.9316404,[[0.09752071]]
1574979783.9554946,[[0.08797767]]
1574979786.3597152,[[0.14540616]]
1574979788.3080907,[[0.32044816]]
1574979790.2529628,[[0.02932473]]
1574979792.8011475,[[0.01559156]]
1574979794.7160296,[[0.03677721]]
1574979796.6049225,[[0.17120065]]
1574979799.1056154,[[0.61295813]]
1574979801.1199617,[[0.06591132]]
1574979803.0328448,[[0.11811361]]
1574979866.655565,[[0.07592479]]
1574979866.7355392,[[0.05361835]]
1574979868.906843,[[0.0114468]]
1574979870.7802355,[[0.06931216]]
1574979872.7236128,[[0.06157374]]
1574979875.2677941,[[0.1233441]]
1574979877.147688,[[0.06546332]]
1574979879.0935626,[[0.04510465]]
1574979881.667232,[[0.03842815]]
1574979883.582617,[[0.5756813]]
1574979885.5024981,[[0.14942761]]
1574979888.0416813,[[0.08005979]]
1574979889.9925525,[[0.00249545]]
1574979891.873445,[[0.01094726]]
1574980218.947544,[[0.41702104]]
1574980219.0395126,[[0.93180305]]
1574980221.4132464,[[0.05129565]]
1574980223.3931081,[[0.48198867]]
1574980225.2799995,[[0.42305502]]
1574980227.7662,[[0.03390755]]
1574980229.71807,[[0.01833721]]
1574980231.6969316,[[0.01130579]]
1574980234.2131224,[[0.3377457]]
1574980236.094519,[[0.79191667]]
1574980238.009898,[[0.32057354]]
1574980240.583071,[[0.9212845]]
1574980242.5319421,[[0.9373473]]
1574980244.447329,[[0.81860477]]
1574980247.087976,[[0.5196526]]
1574980248.9313846,[[0.05015192]]
1574980250.7837837,[[0.06939288]]
1574980253.4544272,[[0.1243306]]
1574980255.4037964,[[0.03257553]]
1574980257.2516997,[[0.01581509]]
1574980259.8268704,[[0.04464176]]
1574980261.7422564,[[0.06599955]]
1574980263.6631362,[[0.88058156]]
1574980266.1768243,[[0.93127483]]
1574980268.1921787,[[0.93527836]]
1574980270.0410833,[[0.8736337]]
1574980272.547776,[[0.9332836]]
1574980274.5276387,[[0.80064386]]
1574980276.4440253,[[0.9205043]]
1574980278.9842083,[[0.873823]]
1574980280.8721006,[[0.82391965]]
1574980282.816974,[[0.9160391]]
1574980285.3601582,[[0.91727126]]
1574980287.2760425,[[0.91817033]]
1574980289.189925,[[0.02088203]]
1574980291.8620653,[[0.04209967]]
1574980293.7494538,[[0.01806688]]
1574980295.6978283,[[0.91319907]]
1574980298.2290132,[[0.93506914]]
