1574818832.3744595,[[0.01485329]]
1574818834.1923716,[[0.01128625]]
1574818836.1332436,[[0.0206821]]
1574818838.0601206,[[0.00918647]]
1574818839.9939938,[[0.00547345]]
1574818842.8930566,[[0.05605353]]
1574818844.8824155,[[0.01117993]]
1574818846.7663064,[[0.0085077]]
1574818848.6831853,[[0.03364082]]
1574818850.6010642,[[0.00991809]]
1574818852.5094428,[[0.0127036]]
1574818854.373836,[[0.01571517]]
1574818856.2667232,[[0.0086603]]
1574818858.204093,[[0.01625045]]
1574818860.094982,[[0.01357845]]
1574818862.008863,[[0.0141167]]
1574818863.9622264,[[0.00766674]]
1574818866.8952835,[[0.00753388]]
1574818868.8181634,[[0.01151819]]
1574818870.764037,[[0.01853201]]
1574818872.645928,[[0.00619747]]
1574818874.5268207,[[0.00972828]]
1574818876.4461956,[[0.0204678]]
1574818878.461045,[[0.01699854]]
1574818880.341939,[[0.01246834]]
1574818882.2488236,[[0.00264689]]
1574818884.2441802,[[0.0304392]]
1574818886.0221055,[[0.00934845]]
1574818887.987968,[[0.00600205]]
1574818890.798061,[[0.00474364]]
1574818892.7939167,[[0.00564847]]
1574818894.728788,[[0.02976233]]
1574818896.5711946,[[0.00787752]]
1574818898.529061,[[0.02224049]]
1574818900.4679332,[[0.01237163]]
1574818902.3498247,[[0.04960114]]
1574818904.363673,[[0.05928202]]
1574818906.3220344,[[0.00845563]]
1574818908.2299192,[[0.00632587]]
1574818910.0568268,[[0.00665086]]
1574818912.0776737,[[0.0111714]]
1574818914.8692672,[[0.01224727]]
1574818916.8216317,[[0.01737658]]
1574818918.7490046,[[0.01538821]]
1574818920.621395,[[0.01230682]]
1574818922.47779,[[0.01210913]]
1574818924.529626,[[0.01419581]]
1574818926.3110552,[[0.01134265]]
1574818928.2959127,[[0.02077878]]
1574818930.1438148,[[0.01260751]]
1574818932.1216762,[[0.01414449]]
1574818934.0755444,[[0.0114013]]
1574818935.9819338,[[0.01342889]]
1574818938.9679692,[[0.00511766]]
1574818940.8448634,[[0.0081847]]
1574818942.6912632,[[0.0193113]]
1574818944.6356297,[[0.00970854]]
1574818946.5795004,[[0.00905628]]
1574818948.4598966,[[0.01143248]]
1574818950.344787,[[0.00628608]]
1574818952.3271415,[[0.00876415]]
1574818954.2455173,[[0.00888017]]
1574818956.1918905,[[0.01255239]]
1574818958.0042999,[[0.00876016]]
1574818959.9536717,[[0.00318049]]
1574818962.829744,[[0.00644901]]
1574818964.7456267,[[0.01227407]]
1574818966.6875,[[0.00968963]]
1574818968.6338718,[[0.00703676]]
1574818970.5477526,[[0.01293365]]
1574818974.8203692,[[0.8689965]]
1574818975.365697,[[0.5794716]]
1574818976.715761,[[0.7933423]]
1574818978.7236109,[[0.24786517]]
1574818980.6189997,[[0.43726698]]
1574818982.5173817,[[0.79503196]]
1574818984.414267,[[0.928445]]
1574818986.416622,[[0.5753869]]
1574818988.2715216,[[0.39737633]]
1574818990.2228928,[[0.04762474]]
1574818992.2172437,[[0.04075383]]
1574818994.0781412,[[0.44416395]]
1574818997.0236921,[[0.39184523]]
1574818998.9270723,[[0.2785735]]
1574819000.926428,[[0.7112968]]
1574819002.7713308,[[0.9423859]]
1574819004.6787136,[[0.9444275]]
1574819006.5256135,[[0.9042365]]
1574819008.4774814,[[0.94508433]]
1574819010.4243512,[[0.9172887]]
1574819012.3222368,[[0.97300273]]
1574819014.2785997,[[0.43705282]]
1574819016.1799808,[[0.8890896]]
1574819018.1803293,[[0.72556347]]
1574819021.022405,[[0.67038155]]
1574819023.0252569,[[0.7846727]]
1574819024.9211435,[[0.80142593]]
1574819026.819533,[[0.57846636]]
1574819028.7254157,[[0.8048612]]
1574819030.6702862,[[0.81875104]]
1574819032.6281521,[[0.89394957]]
1574819034.5205436,[[0.93595445]]
1574819036.524395,[[0.8242691]]
