type,zcr_diff_mean,zcr_third_central_moment,zcr_exceed_th,zcr_std_of_fod,ste_mler
1,0.4329896907216495,1.2069437579803776e-06,0.4536082474226804,0.015443406463328051,0.0
1,0.4948453608247423,2.9950149142470127e-07,0.4948453608247423,0.008194061548298017,0.0
1,0.35051546391752575,2.0708637857451278e-07,0.8247422680412371,0.005176172982115426,0.0
1,0.4329896907216495,8.451463127191361e-08,1.0,0.005588721307191198,0.0
1,0.4845360824742268,9.84548499263455e-08,0.9381443298969072,0.005110626560610978,0.0
1,0.36082474226804123,3.039268069347339e-08,0.5979381443298969,0.0023648908359038155,0.0
1,0.24742268041237114,0.00024306409526173112,0.010309278350515464,0.02989506343653139,0.010309278350515464
0,0.21649484536082475,0.00012599914495059074,0.020618556701030927,0.025720548817975204,0.7835051546391752
0,0.21649484536082475,0.000432017157843983,0.041237113402061855,0.05113600715539046,0.0
0,0.32989690721649484,0.00020149409527756725,0.020618556701030927,0.03499208795222391,0.0
0,0.26804123711340205,0.0006160795872816603,0.041237113402061855,0.040398349433741744,0.10309278350515463
0,0.4639175257731959,2.9749839817519678e-05,0.020618556701030927,0.020725578425217363,0.07216494845360824
0,0.25773195876288657,0.00021426397448131242,0.020618556701030927,0.04025484090935845,0.020618556701030927
0,0.2268041237113402,0.0007234475405561361,0.041237113402061855,0.052800791256762035,0.010309278350515464
0,0.35051546391752575,0.00017097430365150705,0.030927835051546393,0.031370905760837,0.0
0,0.3402061855670103,9.442782663854715e-05,0.020618556701030927,0.023861430299326213,0.07216494845360824
0,0.35051546391752575,4.922168695421732e-05,0.010309278350515464,0.021332615789554057,0.05154639175257732
0,0.28865979381443296,0.0007320564635026363,0.09278350515463918,0.03727024712376624,0.0
0,0.30927835051546393,0.0001957427701222302,0.08247422680412371,0.03162356108735995,0.0
0,0.2268041237113402,0.0003373469521871587,0.08247422680412371,0.03948995466061729,0.0
0,0.28865979381443296,0.00032302141972310187,0.030927835051546393,0.03161648857567945,0.041237113402061855
0,0.25773195876288657,0.00024174159077737056,0.030927835051546393,0.028102701035458935,0.0
0,0.31958762886597936,2.886688340166061e-05,0.041237113402061855,0.009850562221749286,0.711340206185567
0,0.27835051546391754,0.0002899343328208231,0.010309278350515464,0.03678473504906553,0.2268041237113402
0,0.3917525773195876,3.330508786621589e-07,0.010309278350515464,0.004250281206678878,0.21649484536082475
0,0.5051546391752577,3.9834752210946685e-06,0.24742268041237114,0.015944927380085204,0.18556701030927836
0,0.5360824742268041,9.916242034467465e-07,0.09278350515463918,0.013857385764773538,0.6391752577319587
0,0.23711340206185566,0.0019707348439943766,0.041237113402061855,0.07997050372672826,0.32989690721649484
0,0.21649484536082475,0.0014572056355826868,0.061855670103092786,0.0671119402078467,0.31958762886597936
0,0.20618556701030927,0.00027522777682215875,0.010309278350515464,0.0331297526848457,0.05154639175257732
0,0.28865979381443296,0.0004543153296452977,0.041237113402061855,0.04575781360066075,0.08247422680412371
0,0.27835051546391754,0.0003108208362371198,0.030927835051546393,0.03768728029363803,0.030927835051546393
0,0.26804123711340205,0.00041888969177113867,0.07216494845360824,0.03618094475701233,0.061855670103092786
0,0.29896907216494845,0.00021263355553279844,0.030927835051546393,0.031181175499307955,0.041237113402061855
0,0.27835051546391754,0.00033215410914273595,0.05154639175257732,0.03715545071223552,0.020618556701030927
0,0.30927835051546393,0.000338839234843667,0.041237113402061855,0.05305150212420767,0.020618556701030927
0,0.28865979381443296,0.00029240441110770166,0.061855670103092786,0.045828238827087434,0.010309278350515464
0,0.35051546391752575,0.00039607206782026283,0.16494845360824742,0.05116311994074604,0.0
0,0.27835051546391754,0.0004264010762635173,0.061855670103092786,0.04504309426150547,0.09278350515463918
0,0.28865979381443296,0.0003560698120002086,0.08247422680412371,0.045162403746616425,0.030927835051546393
0,0.29896907216494845,0.0005145051953619092,0.030927835051546393,0.04798507229528127,0.020618556701030927
0,0.44329896907216493,9.251906965375137e-05,0.09278350515463918,0.043413754998913076,0.23711340206185566
0,0.41237113402061853,3.0954862932028737e-06,0.35051546391752575,0.01948857910000265,0.0
0,0.23711340206185566,0.0004997067099967191,0.061855670103092786,0.04912816357128861,0.05154639175257732
0,0.29896907216494845,0.00017780663872233283,0.07216494845360824,0.03896392543560819,0.020618556701030927
0,0.29896907216494845,0.0001297709658112927,0.041237113402061855,0.026239302594801926,0.0
0,0.26804123711340205,0.0002547327352663862,0.030927835051546393,0.02933335948509768,0.010309278350515464
0,0.28865979381443296,0.00031744670733213404,0.05154639175257732,0.03451973735199523,0.020618556701030927
0,0.29896907216494845,9.430581301927248e-05,0.10309278350515463,0.030317387560330828,0.0
0,0.3402061855670103,1.4962723872226116e-05,0.08247422680412371,0.024559973109489083,0.0
0,0.3402061855670103,3.0690526937981136e-05,0.061855670103092786,0.02260758090921645,0.041237113402061855
0,0.38144329896907214,1.0126458211349444e-05,0.1958762886597938,0.02152472399201141,0.0
0,0.3917525773195876,3.234955915564571e-05,0.10309278350515463,0.023245821713263906,0.0
0,0.30927835051546393,0.00010273681878741504,0.05154639175257732,0.03138695832961635,0.030927835051546393
0,0.28865979381443296,0.0002094700909361823,0.020618556701030927,0.03129943250419936,0.010309278350515464
0,0.25773195876288657,0.00047079381050562475,0.010309278350515464,0.0376682294784666,0.041237113402061855
0,0.30927835051546393,6.899090593703905e-05,0.010309278350515464,0.020716061782978027,0.20618556701030927
0,0.3402061855670103,0.0001597193575299896,0.010309278350515464,0.035544542062918155,0.07216494845360824
0,0.29896907216494845,0.0001269645089030485,0.030927835051546393,0.021910271085175643,0.061855670103092786
0,0.29896907216494845,0.00021543659006559358,0.061855670103092786,0.03972526110165146,0.0
0,0.24742268041237114,0.0005425216619679666,0.041237113402061855,0.04901696484685248,0.20618556701030927
0,0.32989690721649484,0.0003087614724996843,0.05154639175257732,0.047003073580368385,0.1134020618556701
0,0.3402061855670103,0.00028243499354997306,0.010309278350515464,0.02779900484452323,0.26804123711340205
