type,zcr_diff_mean,zcr_third_central_moment,zcr_std_of_fod,ste_mler
1,-0.10256410256410256,2.745011982068121e-06,0.01835645200081863,0.038461538461538464
1,-0.05128205128205128,3.1980117882556414e-06,0.01935076209791506,0.00641025641025641
1,0.10256410256410256,3.4346532172455137e-06,0.02103057358348635,0.0
1,-0.14102564102564102,1.173000440130155e-06,0.008321269083617284,0.0
1,-0.02564102564102564,1.714328632331519e-07,0.009939274992739871,0.00641025641025641
1,-0.01282051282051282,2.335257462037401e-06,0.012859346706084155,0.00641025641025641
1,-0.23076923076923078,4.9701677393892305e-06,0.016234872438124954,0.03205128205128205
1,-0.24358974358974358,1.6900707369254125e-05,0.014617460808231378,0.0
1,-0.2692307692307692,4.184447564256236e-05,0.023792325710790343,0.00641025641025641
1,0.02564102564102564,6.264257536763475e-07,0.012756705531167645,0.0
1,-0.23076923076923078,4.057278827632089e-06,0.013724213455369326,0.0
1,-0.14102564102564102,2.474322818372847e-06,0.016041029407368252,0.0
1,-0.11538461538461539,2.4392778564698854e-06,0.015026013681575866,0.00641025641025641
1,-0.1282051282051282,1.63781626529294e-06,0.014038178142844679,0.0
1,-0.07692307692307693,2.132716063393886e-06,0.015938104230680376,0.0
1,-0.15384615384615385,1.5124189656660629e-05,0.017979405003535343,0.03205128205128205
1,-0.0641025641025641,3.253903615521208e-05,0.019844701898017132,0.07051282051282051
1,-0.16666666666666666,2.4007012946356785e-05,0.02082410112690984,0.0
1,-0.1282051282051282,1.2793440358460748e-05,0.02011916597464763,0.0
1,-0.02564102564102564,1.6706952909143742e-05,0.019990375994894453,0.0
1,-0.24358974358974358,0.00033918284818865505,0.029901200657569158,0.10897435897435898
1,-0.20512820512820512,0.0002729473189750324,0.0286188270714118,0.1858974358974359
1,-0.24358974358974358,4.2679049294264975e-05,0.021037983743482987,0.01282051282051282
1,-0.1794871794871795,1.6219946325491397e-05,0.014749073163217781,0.0
1,-0.10256410256410256,3.537451612112707e-05,0.02375075610758095,0.0641025641025641
1,-0.20512820512820512,7.225093542108916e-05,0.021411485331925093,0.1858974358974359
1,-0.24358974358974358,3.8871463720800306e-05,0.018488133005322392,0.019230769230769232
1,0.19230769230769232,-1.6242489142302363e-07,0.005823307887844439,0.0
1,-0.038461538461538464,2.5072043777593767e-07,0.006663269204518152,0.0
1,0.038461538461538464,4.3427688253124224e-07,0.009354528650093504,0.0
1,-0.0641025641025641,9.332156491546456e-07,0.012166751170253185,0.00641025641025641
1,-0.01282051282051282,2.1376548600712037e-06,0.017095668491940767,0.0
1,-0.05128205128205128,2.0638617670764559e-07,0.012579587751691915,0.12179487179487179
1,-0.15384615384615385,3.1996611700545964e-06,0.015686856001137728,0.0
1,-0.02564102564102564,1.3075946978784826e-06,0.013697450350253318,0.0
1,0.16666666666666666,-1.1772229159947472e-06,0.00840753546386766,0.038461538461538464
1,0.01282051282051282,-8.836919353201474e-07,0.011252654569675648,0.01282051282051282
1,-0.0641025641025641,4.573044070186432e-07,0.009636778898279394,0.0
1,-0.07692307692307693,3.717425152164789e-07,0.010625402820453586,0.0
1,0.08974358974358974,-1.3702584103276687e-06,0.010059352318311931,0.07692307692307693
1,-0.15384615384615385,6.8832908162846255e-06,0.018228674915469277,0.0
1,-0.1794871794871795,4.4000492201933976e-06,0.011921315190780428,0.0
1,-0.02564102564102564,-7.435371433886412e-08,0.007358515362803105,0.0
1,-0.14102564102564102,2.9007500449753026e-07,0.007675046837251113,0.0
1,-0.05128205128205128,1.882071189800804e-07,0.017106757372031413,0.0
1,-0.10256410256410256,1.4947917222645444e-06,0.013870862467235867,0.0
1,-0.07692307692307693,1.2240546553173622e-07,0.0043474450990176865,0.0
1,-0.05128205128205128,1.1746560451421511e-07,0.007448971979369455,0.0
1,-0.1282051282051282,8.527292264316495e-07,0.007931033064218544,0.0
1,-0.11538461538461539,5.140746890581052e-08,0.006514507829102061,0.0
1,-0.05128205128205128,-1.732758953774998e-08,0.005942319466320231,0.0
1,0.19230769230769232,5.396586077956704e-09,0.00465297773210143,0.00641025641025641
1,0.05128205128205128,1.2163151029995855e-06,0.010781121019605017,0.0
1,0.0,2.3998320622901896e-06,0.016101053482083703,0.0
1,-0.02564102564102564,3.282492600326631e-06,0.021049793520900792,0.01282051282051282
1,-0.14102564102564102,3.6608883537998955e-06,0.012969691522350146,0.038461538461538464
1,-0.15384615384615385,7.564545400158805e-07,0.011857988507674406,0.01282051282051282
1,-0.21794871794871795,4.47991582360575e-06,0.011543727302807845,0.0
1,-0.07692307692307693,1.981196465218452e-06,0.012113140198390169,0.0
1,-0.05128205128205128,4.926048296327806e-06,0.012489260601584616,0.0
1,-0.0641025641025641,1.254871076999429e-07,0.01004537504121606,0.0
1,-0.1794871794871795,6.199913334392976e-05,0.027523067786533593,0.1987179487179487
1,-0.21794871794871795,3.180622388352117e-05,0.020821956970069992,0.07692307692307693
1,-0.08974358974358974,3.410034799630386e-05,0.03963963370641059,0.04487179487179487
1,0.05128205128205128,2.378375567482919e-06,0.04011150818219588,0.01282051282051282
1,-0.01282051282051282,4.898600646411841e-06,0.02067142944462167,0.019230769230769232
1,-0.11538461538461539,1.0339482693018099e-05,0.01858367035739641,0.01282051282051282
1,-0.38461538461538464,5.224199430477616e-05,0.0174606694042867,0.10256410256410256
1,-0.038461538461538464,7.034286536681479e-06,0.013554675313393999,0.16666666666666666
1,-0.0641025641025641,3.4413276787636483e-06,0.015485875856690966,0.1282051282051282
1,-0.07692307692307693,6.752387507272814e-05,0.017029566203387664,0.01282051282051282
1,0.1794871794871795,-1.0225203091611686e-06,0.006125764392150302,0.0
1,-0.01282051282051282,3.556163036526241e-07,0.006588251811283074,0.0
1,-0.358974358974359,2.100899334679085e-05,0.013501917352405798,0.00641025641025641
1,0.01282051282051282,-2.798192963434597e-07,0.006504649853641821,0.0
1,-0.05128205128205128,1.6578585220288151e-06,0.011953448481246416,0.00641025641025641
1,-0.038461538461538464,2.9788225878068273e-06,0.012271340711877552,0.01282051282051282
1,0.07692307692307693,-2.4569511182880313e-08,0.009754428129892885,0.00641025641025641
1,0.05128205128205128,-9.414982099718608e-06,0.02708511363745148,0.14743589743589744
1,-0.01282051282051282,1.738699870040531e-05,0.026870314952150823,0.03205128205128205
1,-0.16666666666666666,7.732950243318536e-06,0.02175332745108233,0.0641025641025641
1,0.15384615384615385,-3.468236363878664e-05,0.02797348118751214,0.019230769230769232
1,0.23076923076923078,-4.680413139815122e-05,0.03475209452015394,0.03205128205128205
1,-0.038461538461538464,8.819953972931423e-06,0.03567841490166436,0.01282051282051282
1,-0.01282051282051282,-1.0192185431707648e-06,0.03480520768902101,0.057692307692307696
1,0.23076923076923078,-2.1850415852947954e-08,0.00451125411701083,0.0
1,-0.23076923076923078,1.3198517468676205e-07,0.0037133086713768268,0.08333333333333333
1,-0.05128205128205128,-2.8780076762884336e-09,0.010176283435731608,0.00641025641025641
1,-0.05128205128205128,2.270923053185307e-06,0.014639449219350335,0.03205128205128205
1,-0.15384615384615385,1.6935274851462718e-06,0.011536655120902163,0.0
1,0.0,6.215967905535587e-07,0.013372702135354603,0.0
1,-0.11538461538461539,7.856557777851015e-07,0.00873803454046068,0.0
1,-0.1794871794871795,3.4262534483464494e-06,0.011534643610851924,0.08333333333333333
1,0.0641025641025641,2.8194288538782954e-08,0.013112514340067473,0.0
1,0.0,-6.418096514923073e-08,0.010282972715177863,0.00641025641025641
1,0.0,6.112422258461408e-07,0.013855810055631372,0.019230769230769232
1,0.0,4.67739998595318e-06,0.016114942190499245,0.019230769230769232
1,-0.02564102564102564,2.4247982745118474e-07,0.016002735046550236,0.00641025641025641
1,-0.07692307692307693,7.168142126444256e-06,0.01802143806702419,0.019230769230769232
1,-0.34615384615384615,1.5146418258798522e-06,0.0069225266336395445,0.07051282051282051
1,-0.28205128205128205,5.144222437909281e-07,0.005315140715595133,0.14743589743589744
1,-0.358974358974359,7.631866353970658e-05,0.013611015083705935,0.08974358974358974
1,-0.2948717948717949,7.498004955610932e-07,0.006330724896127295,0.02564102564102564
1,-0.3076923076923077,3.5164994656327825e-06,0.006837371515312465,0.14102564102564102
1,0.08974358974358974,3.165831637004766e-07,0.0045261636480836654,0.12179487179487179
1,-0.44871794871794873,0.00040227633619928485,0.017483136844084313,0.10256410256410256
1,-0.2564102564102564,1.6138642104266035e-08,0.0031060351081304153,0.0
1,-0.02564102564102564,1.1052203676838306e-05,0.02069467961024254,0.0
1,-0.07692307692307693,8.534910080738186e-07,0.021218814806927316,0.0
1,0.08974358974358974,-3.8447540449836074e-06,0.019762164339344874,0.0
1,0.0,-1.1096093861814595e-06,0.020109889457280452,0.0
1,-0.1282051282051282,0.0001410508062218234,0.030672694158937516,0.0
1,0.08974358974358974,1.45914989187938e-06,0.020986194934250108,0.00641025641025641
1,-0.07692307692307693,6.914818765277167e-07,0.01784669631619217,0.0
1,0.10256410256410256,3.160923980221191e-06,0.02370782440251942,0.0
1,-0.10256410256410256,1.2476066882446413e-05,0.022036547665558633,0.0
1,-0.38461538461538464,0.00010906686454220757,0.020646176693661197,0.0
1,0.08974358974358974,2.5828785292322786e-07,0.015991881314937877,0.0
1,-0.01282051282051282,1.37413246171875e-06,0.017765766611788986,0.0
1,-0.1282051282051282,4.6541130364845126e-07,0.009988020722544417,0.0
1,-0.05128205128205128,-1.1951752533736965e-07,0.009999757954568037,0.0
1,-0.1282051282051282,5.063087824060704e-07,0.01015375517429246,0.0
1,0.08974358974358974,1.0014179973845e-07,0.010698856955247608,0.0
1,-0.11538461538461539,7.684650830486449e-07,0.007823975286379547,0.0
1,-0.0641025641025641,5.653831068110533e-07,0.008098849167779157,0.0
1,-0.15384615384615385,1.3687941085526394e-06,0.008808370129864601,0.0
1,-0.08974358974358974,3.575251898612371e-07,0.011297221399012724,0.0
1,-0.01282051282051282,8.227009049832127e-07,0.01490276616713704,0.0
1,-0.07692307692307693,1.3015108776580886e-06,0.01658639409417142,0.0
1,0.0,4.234043368076596e-06,0.013982678301575863,0.0
1,0.02564102564102564,2.3334677183886723e-07,0.010529210215653385,0.0
1,-0.4358974358974359,0.00015066222489513184,0.022755937498169863,0.07051282051282051
1,-0.23076923076923078,9.684657133858602e-06,0.01595741064836109,0.1282051282051282
1,-0.2948717948717949,4.006170679388019e-05,0.021966023037480305,0.12179487179487179
1,-0.3076923076923077,4.418729752529737e-05,0.018736579357815,0.07692307692307693
1,-0.08974358974358974,4.683158431813983e-06,0.015522548461321837,0.00641025641025641
1,-0.07692307692307693,1.9812414335919634e-06,0.015395917095666008,0.00641025641025641
1,-0.28205128205128205,7.492895390313983e-05,0.0211082353576642,0.07051282051282051
1,-0.358974358974359,3.805121402704399e-05,0.023340395504904028,0.08333333333333333
1,-0.24358974358974358,3.08498938152388e-05,0.022495017629103213,0.057692307692307696
1,-0.05128205128205128,1.5528385850616935e-06,0.014571363841711003,0.02564102564102564
1,-0.28205128205128205,0.00011082836154719319,0.027025663652696385,0.04487179487179487
1,-0.2948717948717949,8.664848693236827e-05,0.017512019055336846,0.0
1,-0.14102564102564102,8.215261335286404e-06,0.014114472811302068,0.0
1,-0.1794871794871795,5.5003785050151426e-06,0.01709075339709619,0.019230769230769232
1,-0.0641025641025641,4.627976276412016e-06,0.013205013433915587,0.07051282051282051
1,-0.05128205128205128,3.256180458434591e-05,0.01713413529772733,0.09615384615384616
1,-0.20512820512820512,2.9533395554146834e-05,0.016505848690630823,0.1794871794871795
1,-0.2948717948717949,3.06852197346848e-05,0.012527871327226128,0.019230769230769232
1,-0.15384615384615385,8.093552331488379e-05,0.020028364870256644,0.03205128205128205
1,-0.01282051282051282,1.0312849084642461e-06,0.014599309139602577,0.22435897435897437
1,-0.16666666666666666,1.0485765483231203e-05,0.022392485568841776,0.0641025641025641
1,-0.11538461538461539,8.029725452069956e-06,0.0209181040435954,0.019230769230769232
1,-0.24358974358974358,4.829060339148842e-06,0.011051183004104164,0.057692307692307696
1,-0.19230769230769232,4.342427539066818e-05,0.014030823543899217,0.1987179487179487
1,-0.23076923076923078,5.284831564107173e-06,0.016003985003595848,0.0
1,-0.3076923076923077,1.9909488504654915e-05,0.017528587887923868,0.1282051282051282
1,-0.16666666666666666,1.2776607579888374e-05,0.015723670508433575,0.07051282051282051
1,0.08974358974358974,-1.8985671880991877e-06,0.014535506215238183,0.038461538461538464
1,-0.1794871794871795,1.841011056429048e-05,0.013205013433915587,0.16025641025641027
1,0.0,9.513320855527389e-07,0.011793277012382966,0.0
1,-0.1794871794871795,4.118886746372699e-06,0.014805007580430499,0.057692307692307696
1,-0.038461538461538464,5.114875877988531e-08,0.015377976663670571,0.0
1,-0.08974358974358974,4.9021986564059385e-06,0.017729094582960372,0.0
1,-0.1794871794871795,5.4164748155327926e-06,0.01524666062099869,0.02564102564102564
1,-0.02564102564102564,3.326316093269331e-06,0.0225393293722843,0.17307692307692307
1,-0.05128205128205128,1.0695983852577234e-05,0.021275227913295714,0.0
1,0.02564102564102564,-7.152788395524365e-06,0.02375112668428377,0.01282051282051282
1,0.0641025641025641,-8.261275494534557e-06,0.018301613509590316,0.03205128205128205
1,-0.19230769230769232,1.4677324163310371e-05,0.02545737540458979,0.22435897435897437
1,-0.10256410256410256,1.200694694890845e-05,0.032558312973515545,0.21153846153846154
1,-0.038461538461538464,2.5450280539292424e-06,0.021823901466918597,0.00641025641025641
1,-0.02564102564102564,-2.12111406814174e-06,0.019653046179525402,0.019230769230769232
1,0.11538461538461539,-5.1596017685937694e-06,0.02017821739838074,0.07051282051282051
1,-0.0641025641025641,7.627071085952366e-06,0.018374654485569592,0.0
1,-0.07692307692307693,1.103312126036475e-06,0.02089055275736273,0.0
1,0.15384615384615385,-3.478599786041126e-05,0.023997359924553284,0.02564102564102564
1,-0.038461538461538464,-1.344160006214244e-08,0.022414750168851163,0.0
1,-0.0641025641025641,1.9155070122901653e-06,0.019541689223546408,0.0
1,-0.02564102564102564,5.468696079750977e-06,0.01828219167075626,0.0
1,-0.15384615384615385,3.949036854875612e-06,0.017768882991071863,0.0
1,-0.038461538461538464,5.807421713461552e-07,0.021483264295288636,0.0
1,-0.01282051282051282,1.0211792905471216e-05,0.01976116829700219,0.0
1,-0.1282051282051282,5.804399197774251e-06,0.018971055811639256,0.0
1,-0.038461538461538464,5.3623976875165625e-06,0.018162405283793655,0.0
1,-0.1282051282051282,4.630540816041872e-06,0.018881929090652522,0.0
1,-0.08974358974358974,5.000569044564186e-06,0.01848683460174323,0.0
1,-0.10256410256410256,5.296508075087666e-06,0.018448317098719406,0.0
1,-0.08974358974358974,3.1676366825296288e-06,0.020331963777871703,0.0
1,-0.08974358974358974,3.6725596820790246e-06,0.018277385519582478,0.0
1,-0.11538461538461539,8.313762001862462e-06,0.018187068018628256,0.01282051282051282
1,-0.14102564102564102,8.243999664496322e-06,0.022325759247576824,0.01282051282051282
1,-0.0641025641025641,8.195319086815291e-06,0.019275409273743292,0.09615384615384616
1,-0.14102564102564102,7.148257034630527e-06,0.01969089753266353,0.00641025641025641
1,-0.1794871794871795,1.5859701686843966e-05,0.025651286571653446,0.01282051282051282
1,-0.23076923076923078,7.858599766156087e-06,0.01837243351144823,0.00641025641025641
1,-0.15384615384615385,7.48655429523836e-06,0.022663936940633487,0.02564102564102564
1,-0.1282051282051282,1.0101921924293487e-05,0.0229417406139987,0.00641025641025641
1,-0.16666666666666666,7.189458763771879e-06,0.022043917302996187,0.01282051282051282
1,-0.19230769230769232,1.3778050422468029e-05,0.024251157366857068,0.01282051282051282
1,-0.2564102564102564,2.0391134745395938e-05,0.020681754042084177,0.01282051282051282
1,0.05128205128205128,-1.0239636100743074e-06,0.014787475726214222,0.0
1,0.01282051282051282,8.906159885869574e-07,0.013673514217363026,0.0
1,-0.05128205128205128,6.06408655877702e-07,0.010356321436491482,0.0
1,-0.1794871794871795,1.7849061550065533e-06,0.010078059099525439,0.0
1,0.19230769230769232,-1.1682966664492882e-05,0.011410892366786433,0.0
1,-0.02564102564102564,1.1951656028264745e-07,0.01227231873290959,0.0
1,-0.2564102564102564,4.436516712489893e-06,0.010101231475639898,0.0
1,-0.32051282051282054,1.49366685446546e-05,0.01103447420539129,0.0
1,-0.01282051282051282,3.672999969437625e-06,0.016497925781172377,0.0
1,-0.15384615384615385,4.6190982057349185e-06,0.020641137941854463,0.0
1,-0.14102564102564102,9.305589289262248e-07,0.012914717507998828,0.0
1,-0.358974358974359,3.1084133147536374e-06,0.017223749100088687,0.0
1,-0.038461538461538464,6.426819537444536e-07,0.016990363471167263,0.00641025641025641
1,-0.20512820512820512,1.0685827263090137e-05,0.021968121091009436,0.0
1,-0.32051282051282054,1.0190407010573472e-05,0.02083151559485222,0.0
1,-0.32051282051282054,9.473308717189278e-06,0.02025677701856506,0.0
1,-0.11538461538461539,3.7619352239658318e-06,0.0166095816989068,0.0
1,-0.28205128205128205,2.0126009439961244e-05,0.024219773048164226,0.0
1,-0.20512820512820512,8.24337490871229e-06,0.019152811161257673,0.0
1,-0.3076923076923077,1.4001619974587529e-05,0.022985859527414467,0.0
1,-0.41025641025641024,2.3971389483782945e-05,0.022216338810404843,0.0
1,-0.07692307692307693,7.518319421324769e-06,0.018497894080629813,0.0
1,-0.10256410256410256,6.499980984243793e-06,0.01773322814582869,0.0
1,-0.08974358974358974,1.3460976864019708e-05,0.020443845826216955,0.00641025641025641
1,-0.23076923076923078,9.284927677871715e-06,0.018362588314953698,0.0
1,-0.19230769230769232,1.1234728843452432e-05,0.022171995049999574,0.00641025641025641
1,0.0,5.536986847646047e-07,0.01931968381553093,0.02564102564102564
1,-0.15384615384615385,5.630850465934647e-06,0.020258862505510004,0.0
1,-0.07692307692307693,4.599424306022852e-06,0.021106165558230482,0.00641025641025641
1,0.10256410256410256,-3.576148319290001e-06,0.019366344510790598,0.0
1,-0.05128205128205128,4.723861688341911e-06,0.02186143460891684,0.0
1,-0.1794871794871795,1.9672312586255773e-05,0.0233297864409654,0.00641025641025641
1,-0.1282051282051282,4.35545929507729e-06,0.021802479472030564,0.0
1,-0.05128205128205128,6.8331025411368395e-06,0.02234172355031112,0.0
1,-0.358974358974359,0.00016109991277720614,0.026280158248450564,0.1987179487179487
