type,zcr_diff_mean,zcr_third_central_moment,zcr_std_of_fod,ste_mler
1,-0.11538461538461539,1.9916864815136174e-05,0.019165882795601188,0.0
1,0.01282051282051282,2.7524560926088277e-06,0.02567292538456757,0.0
1,-0.10256410256410256,8.616520260057195e-06,0.016951409932877377,0.0
1,0.038461538461538464,2.825386033500055e-06,0.019461106489799488,0.0
1,-0.15384615384615385,6.7765563344811865e-06,0.019804874049615735,0.0
1,-0.0641025641025641,1.0113495940900994e-06,0.02123598808246359,0.0
1,0.02564102564102564,1.8986663822231008e-06,0.017740211497393642,0.0
1,-0.038461538461538464,6.704395657384761e-06,0.01758940386652554,0.0
1,-0.11538461538461539,1.6126544686450461e-06,0.02356393650260021,0.0
1,-0.01282051282051282,3.2864342810061123e-06,0.019600757733107457,0.0
1,0.10256410256410256,-2.2893786566799914e-07,0.0064032366700628954,0.0
1,-0.038461538461538464,2.3232856363651836e-07,0.007506347595644782,0.0
1,0.0641025641025641,-8.569686046540728e-08,0.0077412326618928615,0.0
1,-0.20512820512820512,2.0518597030224808e-07,0.00784276998181111,0.0
1,0.04487179487179487,1.0148086679737404e-08,0.005614475516206528,0.0
1,-0.21794871794871795,2.4758821959106484e-07,0.0051550234181026834,0.0
1,0.038461538461538464,-8.544679651505035e-07,0.008519564869890158,0.0
1,-0.1282051282051282,2.418141541406633e-07,0.007833602986682323,0.0
1,0.0,5.4148653266343775e-08,0.009364718883219835,0.0
1,-0.08974358974358974,2.0847755754662591e-07,0.01039411041842986,0.0
1,0.1282051282051282,-9.396613569578174e-07,0.00801045740269067,0.0
1,0.038461538461538464,-2.293326087973717e-07,0.008940726864545731,0.10897435897435898
1,0.0641025641025641,-1.0821337059924846e-07,0.012624096997015995,0.0
1,-0.0641025641025641,1.957920202837386e-07,0.012495729620803964,0.0
1,-0.11538461538461539,8.852872025684048e-07,0.014364525513659394,0.0
1,-0.11538461538461539,9.920213666583913e-07,0.014396896774090196,0.0
1,-0.0641025641025641,2.9099385177636677e-07,0.012523438045899614,0.0
1,-0.19230769230769232,4.111433410226494e-07,0.009325315567916909,0.0
1,0.1282051282051282,-5.5386421349444576e-08,0.010746108043564774,0.0
1,-0.1282051282051282,3.0437497110372194e-07,0.011196024813772892,0.0
1,0.01282051282051282,2.566053058070215e-07,0.010844316964260588,0.0
1,0.0,8.176602771599656e-07,0.01224608076554972,0.0
1,-0.1282051282051282,8.955691856283484e-07,0.012974860374335609,0.0
1,-0.1794871794871795,7.547814289904217e-07,0.011738941952507203,0.0
1,0.1794871794871795,-2.822095922034842e-05,0.02455806474672515,0.0
1,0.21794871794871795,-4.491362070540752e-05,0.025455407773183055,0.0
1,0.038461538461538464,1.8032369804982807e-07,0.01117874517728893,0.0
1,-0.23076923076923078,8.736943010707345e-06,0.012024273316958885,0.0
1,-0.02564102564102564,2.43455364189717e-05,0.027972256929337965,0.0
1,-0.3974358974358974,4.687952336841383e-05,0.021819391390999483,0.0
1,-0.1282051282051282,6.380212100670719e-05,0.030851044938423045,0.0
1,-0.10256410256410256,2.3934421132050455e-06,0.01661270304381756,0.0641025641025641
1,-0.2692307692307692,4.032361693805123e-05,0.01499436028297159,0.019230769230769232
1,-0.08974358974358974,4.1113173109647376e-05,0.03826483912358119,0.0
1,-0.15384615384615385,4.146722991661975e-06,0.016627059457975487,0.0
1,-0.16666666666666666,2.87079764513743e-06,0.012554374405872103,0.0
1,-0.358974358974359,8.86449665405112e-06,0.01587783706184927,0.00641025641025641
1,-0.2692307692307692,1.3728676645573712e-05,0.015188854833404592,0.00641025641025641
1,-0.782051282051282,0.000270579678454022,0.016079003657981303,0.00641025641025641
1,-0.6153846153846154,1.4242769281472747e-05,0.013329372049393813,0.038461538461538464
1,-0.2948717948717949,1.3263066441364383e-05,0.018234204797057545,0.00641025641025641
1,-0.21794871794871795,3.8339921159783065e-06,0.013345018265944721,0.0
1,-0.24358974358974358,3.452840281353096e-06,0.012174982103528006,0.057692307692307696
1,-0.20512820512820512,1.6855447874865786e-05,0.01799293777469912,0.04487179487179487
1,-0.1794871794871795,5.94308534717013e-06,0.014052306403596521,0.019230769230769232
1,-0.24358974358974358,8.448737920887081e-05,0.020705943254455024,0.08333333333333333
1,-0.5128205128205128,0.00037042806180311163,0.027769250091560154,0.3141025641025641
1,-0.6666666666666666,0.00012402661079816718,0.01815827247659036,0.02564102564102564
1,0.0,4.2050298870674815e-06,0.02060596420388018,0.23076923076923078
1,0.05128205128205128,-1.6648492037865194e-06,0.028655205963621,0.22435897435897437
1,0.1794871794871795,-2.2192002369577347e-05,0.02893361443460133,0.00641025641025641
1,0.07692307692307693,-1.5056766885999919e-05,0.023563508651256854,0.00641025641025641
1,-0.07692307692307693,6.10768301762906e-06,0.019722607969286245,0.07051282051282051
1,0.0641025641025641,1.7444440589056574e-07,0.020876529684282663,0.358974358974359
1,0.01282051282051282,-3.27315662507775e-06,0.02100418316561622,0.23076923076923078
1,0.0,-6.677363183547143e-06,0.02464188443008017,0.20512820512820512
1,-0.11538461538461539,8.20724155172505e-07,0.022186360593732513,0.02564102564102564
1,0.11538461538461539,-5.716623073268181e-06,0.021879398098108994,0.16025641025641027
1,0.01282051282051282,-5.066645698897814e-07,0.01958732271802089,0.0
1,-0.05128205128205128,1.3844904160319923e-05,0.02365910676008753,0.10256410256410256
1,0.02564102564102564,4.873869859888685e-07,0.021984614428424417,0.0
1,-0.1794871794871795,0.00015918337858925022,0.026710636144416645,0.01282051282051282
1,0.1282051282051282,-1.3187573319068409e-05,0.024243633588262613,0.038461538461538464
1,0.1282051282051282,-1.1110908238337276e-05,0.026064073576276443,0.15384615384615385
1,0.05128205128205128,1.9904009428239956e-06,0.023545164858475937,0.03205128205128205
1,0.05128205128205128,5.396397892283324e-06,0.02592494283942226,0.01282051282051282
1,0.0641025641025641,-5.048232168612437e-06,0.01828144763165955,0.04487179487179487
1,0.16666666666666666,1.1088442621933623e-05,0.021844701754399762,0.00641025641025641
1,0.10256410256410256,-4.597681711056422e-06,0.017249707539643437,0.0
1,0.1282051282051282,-1.5918219313666194e-06,0.020072660792642905,0.0
1,-0.02564102564102564,6.5676558327612485e-06,0.01754957328851531,0.0
1,0.1794871794871795,-4.772346101769565e-06,0.02225340422448498,0.08974358974358974
1,-0.10256410256410256,3.1270567385511305e-06,0.01590336606616261,0.0
1,-0.02564102564102564,3.4026637576331217e-06,0.017228747003174994,0.0
1,0.05128205128205128,6.69537671651627e-07,0.006914315225804023,0.0
1,0.0,0.0,0.0,0.0
1,-0.2564102564102564,1.5075747225099659e-05,0.01470860121908228,0.0
1,-0.05128205128205128,4.553330686630009e-06,0.018828799599569,0.0
1,-0.07692307692307693,3.1229240524910883e-06,0.015222553370201158,0.0
1,-0.32051282051282054,1.8572560725850488e-05,0.015422793802260922,0.0
1,0.1282051282051282,-6.001329660960309e-06,0.018884073194189405,0.0
1,-0.02564102564102564,2.8648869033137778e-06,0.015752670076704906,0.0
1,0.10256410256410256,-8.364220532050248e-07,0.017053727735687946,0.0
1,-0.1282051282051282,1.692260031900095e-05,0.015679264312659577,0.0
1,-0.05128205128205128,7.986738085726763e-06,0.021910548616314956,0.0
1,-0.19230769230769232,1.5603096420751127e-05,0.019753311569117502,0.019230769230769232
1,-0.15384615384615385,1.3982155098582472e-05,0.02151162613356658,0.0
1,-0.3717948717948718,4.8163703050486046e-05,0.02005446741003212,0.0
1,-0.0641025641025641,2.2615382068497967e-05,0.021325346836226264,0.00641025641025641
1,-0.07692307692307693,2.3767607628405868e-05,0.024746484506284843,0.00641025641025641
1,-0.15384615384615385,1.0629609464957883e-05,0.024664733245993282,0.0
1,-0.10256410256410256,1.3869831484410018e-05,0.019944084029988863,0.01282051282051282
1,-0.1794871794871795,7.476515009544303e-06,0.017708032744175626,0.00641025641025641
1,-0.1282051282051282,5.862870077027724e-06,0.021031867125976992,0.00641025641025641
1,-0.16666666666666666,1.0874820182852437e-05,0.02227016054241376,0.00641025641025641
1,-0.07692307692307693,6.343100578501128e-06,0.02114996712968707,0.0
1,0.2564102564102564,-3.1285101506961777e-07,0.004605375596567351,0.0
1,0.11538461538461539,-1.508594252797581e-07,0.00801672785166795,0.0
1,-0.15384615384615385,1.7545567959876993e-06,0.009809510557257109,0.0
1,0.0641025641025641,4.462385890287141e-07,0.010047573213196534,0.0
1,-0.15384615384615385,1.5413020030463625e-06,0.007378278897433341,0.0
1,0.038461538461538464,4.814903625585243e-07,0.007750736028172848,0.0
1,-0.08974358974358974,6.327664134845044e-08,0.008050611221956248,0.0
1,-0.20512820512820512,1.7940400366739541e-06,0.013365639874013322,0.0
1,-0.2948717948717949,4.800800204488653e-08,0.002417351057195682,0.0
1,-0.15384615384615385,8.751070625686444e-07,0.00736731776879254,0.0
1,-0.01282051282051282,1.274012322097676e-07,0.008972440951309031,0.0
1,-0.20512820512820512,1.2700167532383667e-06,0.010236710466079853,0.0
1,-0.11538461538461539,8.230545764950576e-06,0.0172155709636701,0.00641025641025641
1,0.1282051282051282,-4.101355732828218e-06,0.01786633181547578,0.019230769230769232
1,-0.10256410256410256,8.776522689352985e-06,0.019753376379653336,0.07692307692307693
1,-0.19230769230769232,4.901493500839637e-05,0.02235192813352329,0.038461538461538464
1,-0.02564102564102564,2.159984113843707e-06,0.02473897552788769,0.02564102564102564
1,-0.03205128205128205,-1.0416286113416157e-05,0.019636900792702843,0.1282051282051282
1,-0.038461538461538464,3.0691342605864985e-06,0.02027354962883006,0.01282051282051282
1,-0.0641025641025641,3.32299719855023e-06,0.01966780328426504,0.0
1,-0.10256410256410256,1.013661013762942e-05,0.020633802421456297,0.038461538461538464
