type,zcr_diff_mean,zcr_exceed_th,zcr_third_central_moment,zcr_std_of_fod
M,4,33,-9.630152865722806e-06,0.040467980123572896
M,-2,36,5.8809507457589335e-05,0.053865141904509584
M,4,43,8.972066241707574e-06,0.04067927437880763
M,-6,17,0.00011167613851207775,0.03850924136384006
M,-14,29,1.4340175948638878e-05,0.03925334389696478
M,-40,34,0.00022388295948331754,0.044257239197807975
M,6,43,-0.0003766296379362537,0.09414249071679474
M,-4,24,3.331653067441193e-05,0.0422667382414395
M,-16,37,6.756928930071576e-05,0.04729654514090854
M,20,43,-6.720707197642707e-05,0.04211643876147365
M,-6,30,-6.095115798049342e-06,0.04419386895635387
M,6,23,-8.509812489216032e-06,0.0429028885050646
M,0,25,-1.2646946904715408e-05,0.041937983318910126
M,-4,11,-6.595594947045433e-06,0.036241911339331884
M,4,17,3.048721393394875e-06,0.042088855553290165
M,-12,12,7.804950729237114e-06,0.03512886682248342
M,-4,18,-2.4800634025991977e-06,0.038482291279512866
M,20,47,-0.00032850696328932694,0.08414387017524863
M,-6,17,3.9612637147240725e-06,0.04044702710908107
M,-4,12,-1.6238739252121707e-06,0.03470881495530706
M,-8,34,2.4604299413323298e-05,0.03779102495675912
M,-4,39,2.7723292601877693e-05,0.04321675161050849
M,-6,38,2.0296011953637482e-05,0.04714077089824245
M,-16,32,7.44826251590461e-05,0.0520911616194252
M,10,42,1.3143880840049437e-05,0.04807488280943693
M,-20,43,2.1418004913631904e-05,0.041492567317152736
M,8,34,6.029745527351814e-06,0.046018388288585496
M,-4,48,7.769095712036544e-06,0.04179797341074435
M,0,36,-0.00010471457040516216,0.08829742302074434
M,10,40,7.40643908984971e-07,0.04835788039699249
M,-10,44,0.00015506270084694734,0.045544167314694364
M,0,28,-2.7958407952912326e-06,0.03996061260614418
M,2,27,-1.745261851867884e-05,0.04311564226983963
M,-2,37,4.602886812883908e-05,0.043293162385708274
M,-20,42,3.536252332956424e-05,0.04702512011044924
M,-4,18,0.00027472708524004826,0.04756573009508929
M,0,25,4.3788762441351817e-07,0.04032068949515862
M,0,22,-1.0659519737542218e-06,0.03523203864131145
M,-10,27,2.263127602503173e-06,0.0401506111210395
M,6,45,-0.0001642623058438884,0.07555580522621706
M,2,41,1.9796820497172953e-06,0.05473804594624985
M,28,26,-3.412086599900719e-05,0.03972493095617351
M,2,12,2.0668953166019006e-05,0.04345460884693436
M,0,18,-1.8965906545187024e-06,0.04204137479611251
M,0,18,-2.8461762835653716e-06,0.03760617909024974
M,2,12,-1.4935475489967665e-05,0.046799591169915396
M,12,11,-1.1107022605503077e-05,0.03964955045359289
M,2,15,-7.635155860303568e-07,0.04276214267165779
M,8,11,-4.3886104393554126e-06,0.04134607087980221
M,4,11,-3.1587324051879037e-06,0.03860941293958398
M,-4,44,8.410779256766199e-05,0.08444340746132713
M,-8,15,-5.118274965359142e-06,0.03852764711468998
M,10,5,-1.2155376860011457e-05,0.036886559187395
M,16,9,1.8379276009926879e-06,0.03645368339812949
M,2,14,8.003201261771574e-06,0.039759672428551926
M,8,10,-2.7384836423745616e-06,0.03505700338967447
M,-14,16,7.526022967358542e-06,0.03952337647805891
M,-2,14,3.9824110112478855e-06,0.04077452623255734
M,-14,8,5.596540601442601e-06,0.034625084533868374
M,-8,6,9.185524433227895e-06,0.038731153998135086
M,2,10,-5.899286322422282e-07,0.0387267058225839
M,14,41,-0.00014447721331658993,0.08473852906381564
M,-2,9,3.3438026550829165e-06,0.04108746856933473
M,2,11,-1.2731067932923692e-09,0.04104388676401655
M,0,20,2.4652297388128876e-06,0.040526764577795735
M,-4,9,-6.772017184931082e-06,0.040903387768699694
M,14,6,-1.1354429748467843e-05,0.03512778221359554
M,-16,19,1.162745134580233e-05,0.0365371228474082
M,8,4,-8.80307096371861e-06,0.03412490774654264
M,0,14,-5.184828491112053e-06,0.03324197583789244
M,8,8,-1.036564409485859e-06,0.032733402104236094
M,6,13,8.893643974904354e-07,0.034619309669048304
M,4,36,-0.00010706823158365408,0.06148253139133069
M,8,17,-6.402693365620865e-06,0.03384798489471827
M,-16,12,8.188376366163673e-07,0.03101080877343606
M,14,20,-8.090781299295736e-06,0.03674352492903344
M,4,15,6.742908711718831e-07,0.03300165647443865
M,-18,16,-1.5591972946617492e-05,0.03519079615482594
M,8,27,-4.896427910315112e-06,0.03987351747290109
M,-4,16,1.9178307655425743e-06,0.030623508793044357
M,-10,27,-2.2067442208955335e-06,0.037976974970407716
M,-6,15,-2.2121248852063227e-06,0.03273356204860019
M,6,24,-1.867803765687324e-06,0.03139783317737989
M,-12,34,0.001137968459288745,0.04742065336612273
M,-12,36,-5.046512137874496e-06,0.02730818434354808
M,0,26,1.07603515168276e-05,0.03954114909085733
M,4,25,2.8017576517657498e-06,0.034594216055682074
M,22,21,-1.3161762440919043e-05,0.03612548073988826
M,-2,24,6.852881088016172e-07,0.0327094674894343
M,-10,20,1.4938024549131838e-05,0.034273469002093326
M,-12,7,3.284692968773526e-06,0.028644388667306172
M,-74,15,0.0007740072763602069,0.03474997976217764
M,0,24,1.350443083564244e-06,0.03594985751313248
M,-18,28,3.147487612531293e-05,0.040198819534736085
M,-4,27,6.877567252166962e-05,0.03958625303580399
M,4,34,-1.6952597371513136e-05,0.029031313578004505
M,-6,17,-9.338171151098847e-06,0.03226090391243297
M,-34,16,0.001083674692426196,0.040756247359725606
M,-30,24,0.0003478503003452538,0.0472935307586129
M,-22,31,0.00032954466294771623,0.04114113529160542
M,-52,17,0.00030673153394278053,0.029413609041374814
M,4,6,2.631726392739338e-06,0.024722927668281502
M,-6,16,1.4404866152376879e-05,0.032188448573713356
M,-12,29,5.9246574226493546e-05,0.04792932392896785
M,-16,39,0.00013663030048792274,0.045705229720494345
M,-6,29,2.252409896318722e-05,0.05021477524040473
M,-14,15,2.054603034570776e-06,0.03555330258929151
M,-4,24,8.242892957535968e-06,0.04971571954644173
M,-20,31,0.00012375011010792888,0.04120146574273856
M,-8,24,2.804189108170688e-05,0.04146929726842939
M,-2,21,-9.293810031697777e-06,0.04925341621061524
M,-8,34,0.00014019002230349396,0.04724184001472984
M,-2,39,8.131537018616972e-06,0.049952710393787535
M,-24,33,0.0001330371293789294,0.04489099514756429
M,-16,32,2.541728081445614e-05,0.037809662698336396
M,-2,29,7.982369226421253e-06,0.03489643419429572
M,18,20,-1.1330604380036008e-05,0.033535051773614856
M,-4,24,3.299259046555231e-05,0.042070214010767944
M,-52,16,0.00041771815097861695,0.03218223596980775
M,2,8,-2.5664197011230233e-07,0.03183296109946239
M,-14,33,6.696539990917975e-05,0.04374357728992197
M,-24,41,0.0001754250011059792,0.04596557254805432
M,10,10,3.1881984387683528e-06,0.03219053341323705
M,-64,13,0.0014828704745292937,0.0390550522842197
