type,zcr_diff_mean,zcr_exceed_th,zcr_third_central_moment,zcr_std_of_fod
M,25,0,-0.0003987199304381119,0.06176039703439702
M,3,0,-7.066690928622756e-05,0.07476801545515385
M,5,0,-0.0002606569084421633,0.06352185811614058
M,17,0,-0.0003338609782347252,0.05168961147919942
M,-1,0,-0.00014024760918784465,0.0648482360242706
M,21,0,-0.0001472514251156096,0.06286438044340278
M,15,0,-3.5848460533626337e-05,0.0651732262072413
M,5,0,-4.9901510844472425e-05,0.05692525068926769
M,29,0,-0.00026608977650969325,0.06043527744039186
M,11,0,-0.0002274230344778355,0.07723582534665704
M,-15,0,0.00010059463118839049,0.07321110979900462
M,-1,0,-4.7064098522934116e-05,0.062205286175930796
M,-13,0,2.955725238901705e-06,0.02508488049843357
M,1,0,-5.950818571971792e-06,0.02712501295966857
M,-9,0,6.192844624534423e-08,0.027343244069809303
M,33,0,-5.314859518467518e-06,0.023675469352525538
M,-15,0,-5.10571270266396e-07,0.021208747092477158
M,17,0,-6.583394078847397e-06,0.0167265551969966
M,5,0,2.024961093583796e-05,0.02762505479890515
M,53,0,-8.717818104649524e-06,0.027542657771753295
M,-13,0,-6.000916266862605e-06,0.03009764332412714
M,7,0,-1.3643555918402232e-05,0.033474143780162
M,-53,0,2.2266996475680806e-05,0.022854226222630974
M,17,0,-4.102467136471077e-06,0.031119498038375742
M,7,0,-6.481607583858272e-06,0.03852855443370341
M,-21,0,-3.5150998094398105e-06,0.03912210050303345
M,13,0,-4.9400398642837166e-05,0.0460558618767252
M,5,0,-2.0486535425752326e-05,0.045388604896226765
M,-3,0,-5.484818221782231e-06,0.041140284791272325
M,29,0,-1.129181017389775e-05,0.03329753312484985
M,-17,0,-1.3908740715440753e-06,0.03271652662425392
M,15,0,-1.1931872320786483e-05,0.039087371681584854
M,3,0,-1.0637898371958837e-06,0.037793237425130424
M,-3,0,-1.9112279242040765e-05,0.03586624425303989
M,13,0,-1.8035933974292897e-05,0.04492734740340354
M,-1,0,-5.4442562500869144e-05,0.04920926280040618
M,-31,0,0.0005905977393975013,0.08238440330971167
M,-23,0,0.001141086288413646,0.08640973118471032
M,25,0,-4.062978237756469e-05,0.04353089474947029
M,31,0,-0.0005271992362466933,0.04825672002002574
M,-7,0,-0.0004943175389910527,0.08553846335506271
M,107,0,-0.006303376029726184,0.09076137600768451
M,27,0,-0.0022627869069975133,0.09643741513882732
M,31,0,-0.0008225136364598682,0.06125412872356144
M,67,0,-0.002703266704860803,0.05713713651718806
M,31,0,-0.0024231155380644246,0.15019837457047414
M,7,0,-0.0002246896475364873,0.06028367817388113
M,35,0,-0.0001956715104611597,0.04854943232233821
M,83,0,-0.0005513365752100197,0.05880606136080186
M,51,0,-0.000425413525536503,0.04984469410547461
M,163,0,-0.009803044523907813,0.04836097783340799
M,117,0,-0.0005557341831226656,0.04086036282966465
M,57,0,-0.0004315209232156807,0.05258092168329913
M,61,0,-0.00015520183216033532,0.04543339102593799
M,39,0,-0.0001494591082809744,0.04527877849395401
M,45,0,-0.0008643928381488775,0.07427813385128003
M,51,0,-0.0002086076391046813,0.054611431768009214
M,47,0,-0.002085440058551731,0.07659741145289783
M,113,0,-0.011930930455649412,0.07658026757485899
M,143,0,-0.004476262446420852,0.06301805215010386
M,5,0,-0.00024845459718938703,0.0662569708126139
M,5,0,-0.00012898622302074685,0.09312732478863095
M,-37,0,0.0006790707408227243,0.09022843615036193
M,-35,0,0.0004905699426551157,0.07227156483743849
M,5,0,-0.00013546256262721032,0.0635426975346019
M,-7,0,9.927731312526342e-05,0.07331664623745963
M,15,0,-0.00019914816191376886,0.08530560557179571
M,7,0,0.00017651260571728607,0.08064519062572559
M,5,0,3.1260999274174314e-05,0.07264199275768313
M,-9,0,7.967830517776718e-05,0.07502900172590031
M,-5,0,6.007294141785469e-06,0.06320828517712052
M,5,0,-0.00029361964506132056,0.06990347813220912
M,15,0,-0.006651844796167743,0.09275594293330792
M,41,0,-0.00894887713896506,0.0806788295162929
M,-39,0,0.00041402179205106226,0.08403405912368175
M,-29,0,0.00027967827766490013,0.09108598379240286
M,9,0,-0.0010096927067081462,0.09884478263839862
M,9,0,-0.008005287746990998,0.10632231695805731
M,-15,0,-0.0004459235315625729,0.07314713338736359
M,33,0,-0.0057875038708537435,0.0886620060241904
M,-13,0,-0.000875695886729988,0.07178652110719881
M,-7,0,-0.0007857883908350249,0.07925829491003651
M,-13,0,-0.0001221693935622967,0.06161908904392768
M,-21,0,-4.8138816536455725e-05,0.08773427103615213
M,33,0,-0.00020602324345168072,0.062438186510475474
M,15,0,-0.00011769438978798965,0.053585898411145326
M,5,0,-1.7241044477955898e-05,0.022077103991677966
M,0,0,0.0,0.0
M,63,0,-0.0009687763140772294,0.06767263695133935
M,13,0,-0.0001250163704927246,0.06056486490591165
M,29,0,-0.0002134712332472217,0.057522219348067845
M,43,0,-0.0004806840625122327,0.060442623887852175
M,-25,0,-5.712050488505725e-05,0.059170365702118186
M,9,0,-0.001564236797756615,0.06764913029136917
M,15,0,-1.664807296298748e-05,0.06007314175988442
M,27,0,-0.0007062068324780854,0.052541821448053506
M,25,0,-0.00026140009522980544,0.08096274069311502
M,45,0,-0.0006651090329638457,0.07668283954945321
M,37,0,-0.0006462243813805899,0.07374019160592375
M,63,0,-0.0018227267106210574,0.0874630383586289
M,27,0,-0.001002170529041723,0.07608348114986156
M,21,0,-0.000990067509115858,0.09336565132828725
M,19,0,-0.0003640487106590562,0.08208404597228529
M,23,0,-0.0004926324966152426,0.06848962867851424
M,31,0,-0.000354641326742588,0.07441772251965924
M,15,0,-0.0006084568424625343,0.07861842121343594
M,21,0,-0.000270065551353966,0.08094143402570836
M,39,0,-0.00043212080060552353,0.08687631909960644
M,-53,0,8.038897860921528e-06,0.01320530892353956
M,-9,0,-4.955379557273292e-07,0.02526756837822628
M,43,0,-4.028792189822271e-05,0.03208715086161403
M,-1,0,-1.1949038707501805e-05,0.03523554352613649
M,47,0,-3.865438614502671e-05,0.02879612263695204
M,-3,0,-1.3818714896305915e-05,0.027599197100151792
M,23,0,-2.9196007774186125e-07,0.02734872090693916
M,31,0,-5.8856462180091074e-05,0.03608592173087601
M,75,0,-1.3228102544223444e-06,0.007857374149958234
M,47,0,-2.366634996239694e-05,0.02474967106936659
M,31,0,-5.170743276904199e-06,0.030086774209198856
M,31,0,-4.446817314123671e-05,0.03689788333906617
M,47,0,-0.00028621067235890137,0.04871947396816679
M,-45,0,0.00010781523343540907,0.04920402109910694
M,45,0,-0.00047263774511226186,0.06290839425992945
M,47,0,-0.0013584491598734795,0.07273050704701643
M,-3,0,-3.9121408938965997e-05,0.06680106546217725
M,19,0,0.00016392958379336198,0.06348111956314369
M,11,0,-0.00010439352561678693,0.0590234393586163
M,3,0,-0.0002030107220675442,0.0618020653007605
M,25,0,-0.00033621168867907497,0.06183525701593645
M,17,0,-0.0001548571993846597,0.057390841300515714
M,21,0,-0.00013325545407194854,0.05868973364682242
M,-1,0,-0.0001838409682039012,0.05994366681547751
M,29,0,-4.758230615720777e-05,0.031207323762444252
