type,zcr_diff_mean,zcr_exceed_th,zcr_third_central_moment,zcr_std_of_fod
M,18,49,-6.574354394126122e-05,0.04864055823894561
M,-24,49,0.000113209373564571,0.03626693205546143
M,-22,58,0.0001096507167112928,0.03977574989794099
M,-26,61,0.0001926721034283359,0.04181581255011783
M,-20,55,0.00027506785511855164,0.04722322357360026
M,-32,47,0.00018104708524389844,0.0435051785729985
M,-4,43,2.4713895184232797e-05,0.05467870437570529
M,-30,36,0.00010486685613431436,0.04496558015129907
M,-24,48,5.890735872126399e-05,0.03196462937195975
M,0,51,0.00015128152511994857,0.04222746040734823
M,-40,44,0.0008906094539622494,0.058076626247684456
M,-18,36,0.0009950060163471063,0.06322528330565134
M,-30,45,0.00019069469822429407,0.0439892223959612
M,-10,48,0.00079577189296965,0.06750909039487397
M,-26,42,0.00029395530630822356,0.04210865687040557
M,-20,44,7.738646701954042e-05,0.02329623620140827
M,-18,55,0.000551851557916772,0.0486919311928748
M,-24,42,0.0004253537963769512,0.042993861342487866
M,14,42,-5.906692747586473e-06,0.030261535746716625
M,12,56,-1.5365790318083956e-06,0.030255864145808543
M,14,48,-1.1210513970847171e-05,0.042349937157379336
M,16,55,-5.501738269939509e-05,0.038031043822386375
M,8,57,-1.8392103137405005e-05,0.04230085501107992
M,-26,44,0.00012708396147919057,0.04490297910534636
M,8,40,-2.4796265036989718e-05,0.040762737330183284
M,-8,46,2.2413787577077424e-05,0.048401567617506275
M,14,47,-4.5554083551455906e-05,0.05246251174789569
M,-10,48,9.851031827598299e-05,0.05449571251261364
M,-14,51,7.950860578300801e-05,0.057448120254551156
M,-12,50,5.435376017606312e-05,0.04649302872189491
M,-28,47,7.215185013955856e-05,0.03953907724343158
M,-36,41,0.000305147159951418,0.048917729504870285
M,6,51,1.9761282731535556e-06,0.032772995347944464
M,20,52,-1.2752395308462367e-05,0.029501106607375708
M,4,50,6.078760123675613e-07,0.02571767313153334
M,-2,42,4.379038500868034e-06,0.028840927843261806
M,-2,56,3.889493927450265e-05,0.037895088051377625
M,26,39,-8.88790510033156e-05,0.03128735683690993
M,16,46,-2.7821252950217284e-05,0.037328189366529915
M,20,47,-3.2430800500053735e-05,0.03292363950949184
M,18,0,-3.4939752891176626e-06,0.024435928433777225
M,8,0,-5.788027035986631e-06,0.026643961880974825
M,0,0,-4.850739409739332e-06,0.02583503677729507
M,30,3,-2.611286175761603e-05,0.024633125680935116
M,22,0,-1.5168459489900494e-05,0.02824350706468645
M,22,0,-1.701154972164652e-05,0.029105622683877473
M,18,1,-2.834701247986825e-05,0.0291536808300318
M,14,5,-5.388492907350134e-05,0.02981931429166718
M,8,1,-1.4891566548656063e-05,0.02613597101571787
M,16,16,-7.981255217708327e-05,0.030837584168787062
M,18,3,-5.0054740688647296e-05,0.032479247596548085
M,24,0,-6.044671686607795e-06,0.026924772093574134
M,6,38,-4.587303824064689e-06,0.03628907425072785
M,-2,48,4.698747380508376e-06,0.04462186717827708
M,-16,40,3.4902820064080717e-06,0.041826056168987505
M,4,42,5.9009933069062736e-06,0.0354263240977926
M,-2,55,1.7474638475319854e-05,0.03555883748942374
M,0,52,-9.768825492787935e-06,0.044063517356852114
M,0,44,-8.898387663826933e-06,0.04019235183689765
M,-2,33,8.399592170021173e-06,0.03643171301704981
M,12,31,5.901628439391268e-06,0.03645819672381792
M,0,37,8.420501667938215e-06,0.03668003019969638
M,-8,42,5.4875848854164076e-05,0.03177782845611303
M,4,49,-1.1420010213195096e-05,0.03907262671863376
M,-38,41,6.155462753384012e-05,0.02704617631682131
M,-20,37,7.718008137473864e-05,0.03447306236310922
M,0,36,1.6279400127778686e-05,0.03903699328870419
M,-8,30,3.913087479500563e-05,0.03144895531635229
M,-16,42,4.4565115932591067e-05,0.04078321156000894
M,-18,34,5.612256968612338e-05,0.04376529680214711
M,-22,43,8.199290174172033e-05,0.03441443459287315
M,6,43,7.240338738485226e-06,0.030119405553034738
M,-22,26,1.049374548271391e-05,0.02973733116620389
M,8,39,1.3143571695217804e-06,0.03881486762710829
M,-20,40,5.7659003921646365e-05,0.030187230740167523
M,-10,40,4.0689796899758824e-05,0.040411839826772114
M,20,39,-0.00035206229816440386,0.04393082477023928
M,0,23,-6.833375547751354e-05,0.042541680885492004
M,24,25,-6.292647754850077e-05,0.038301355096851376
M,0,10,-7.216416226914599e-06,0.03697617459754132
M,8,11,3.9865613747205785e-06,0.02699612977498323
M,26,7,-2.2288326059177004e-05,0.027791345814012255
M,-2,27,6.328548673577737e-07,0.042557056308151785
M,8,23,-4.277922269121716e-05,0.03199999020394555
M,2,24,-2.2360594225699926e-05,0.040580314991586264
M,-18,19,3.2117628840437965e-05,0.03226602183034808
M,16,30,-5.815028214765972e-05,0.044501004224714216
M,18,27,-4.610206229911036e-05,0.04447799125716901
M,-8,49,4.9534557038800164e-06,0.028172836507340347
M,10,37,8.04426005877101e-06,0.0338477569912544
M,-10,48,1.6752400739265043e-05,0.035882856163493085
M,2,56,1.7369809970448903e-05,0.033202733820395104
M,-32,41,1.3923504271336228e-05,0.03092693704348416
M,-20,40,5.3542566809551365e-05,0.03501431809873799
M,-10,38,1.4176779837406059e-05,0.034356946494131256
M,-18,38,1.1690740023533973e-05,0.035671782968007014
M,-8,34,3.237617320003634e-05,0.0355803487020362
M,0,52,1.3813404863660499e-06,0.034294264383739795
M,-2,52,1.5974212856178277e-05,0.03223961890521228
M,-24,47,1.250863266019597e-05,0.03351623080246535
M,-36,39,0.00027800372657094005,0.03970740513062632
M,-36,43,0.00033550612490797357,0.05381182936306411
M,-70,26,0.0001190202749375981,0.021778318367220235
M,-26,27,1.1710209596698694e-06,0.010178291717041587
M,-10,35,4.904191198229975e-05,0.04415655394790009
M,-6,26,2.8658160858896985e-05,0.02963431609209783
M,-14,23,2.3235964358403973e-06,0.015469569093191242
M,-26,37,7.0770440270273286e-06,0.023874480124848618
M,-10,46,4.455691542724617e-06,0.022606387765423893
M,2,70,-1.0321117535385639e-06,0.010414826148282147
M,-22,42,3.990742704517976e-06,0.019963373572834342
